,Stock,Quarterly,Yearly
0,LDG,-332.19961752694576,245.74326941860298
0,LGL,-40.15721758413998,-58.21917213143628
0,LHG,30.486794681498818,147.77979262669908
0,LIG,-22.487250692296612,265.00580162135014
0,LIX,23.14384606770794,40.56952732666825
0,LSS,-57.28574272864259,42.66970136528283
0,MAC,-68.4963304673792,157.7164192025343
0,MBB,59.54329430105738,6.620519696365612
0,MCG,1139.8888268724809,-74.38745609448551
0,MCP,9.015445052972026,5.512837629915901
0,MDG,1046.270852897723,-746.6816731169445
0,MHC,-84.66480687173559,101.58230315137851
0,MKV,-97.54767149754156,44.01247214505244
0,MSN,-11.005861905437053,30.548784478293655
0,MST,161.7962685305131,0.0
0,MWG,44.23020970247875,83.95502587897568
0,NAF,33.6791462215956,512.3519198562209
0,NAG,-1.7219258817059324,362.0574355973048
0,NBB,1655.022409556248,5.796164225976441
0,NCT,29.37706626612595,4.033167149612837
0,NDF,-435.036780399027,-1977.2318713739476
0,NDN,95.42388789948633,46.534990328204
0,NHP,-90.89995070924427,-596.3316187344761
0,NHS,26.2644501772574,-24.214810341623227
0,NKG,191.71427568687469,145.61847471516222
0,NLG,52.360090724641715,108.0120406124974
0,NNC,5.963281083960448,34.155793098756604
0,NT2,-79.14586267638974,6409.2350542877175
0,NTB,-60.130303945322424,16.078345987134867
0,NTL,198.74314082512137,23.84069200880581
0,NTP,75.32623458586525,5.250576962045872
0,NVB,346.8468468468468,-0.43762961248884347
0,NVT,-52.86141754973095,-242.6622919049649
0,OGC,61.93130606860278,-523.036235224366
0,PAC,-23.59973549311103,44.261329262544
0,PC1,-0.48638363812014695,57.385286401784505
0,PDR,990.0910165417356,537.2336859749832
0,PET,-0.07991630218598944,-7.900552334487065
0,PFL,23.41995233591907,-49.45033689840269
0,PGC,50.75896200286045,9.636043244717186
0,PGI,-6.352169353826753,10.749496245222812
0,PGS,3.589320114002681,22.301857450770825
0,PHC,-20.1909235987777,50.67767214286907
0,PHH,-112.56829943503146,222.6853182670228
0,PHP,-15.989917705397193,45.644579953626604
0,PHR,73.14349068895847,-18.127723094012904
0,PIV,-75.56166282395625,7073.8922938689075
0,PNJ,13.376943490617311,67.33437967641666
0,POM,2108.402868774733,222.9318895245314
0,PPC,16743.796878340007,-31.271892465307573
0,PPI,-429.1222015366295,5594.772668868042
0,PSG,25.146185339276705,28.429359542216947
0,PTB,12.891678660006377,39.046743587024025
0,PTL,-66.3106901005476,185.19022241875192
0,PV2,14.177496566452064,-3258.55393451193
0,PVA,-171.5593540246329,-33.66695539572378
0,PVB,-145.68708952295495,-1.1537270534267896
0,PVC,-409.71872064480976,-14.703317305187236
0,PVD,88.59729429298493,-27.363316673352188
0,PVE,120.0957187219962,29.755479485138657
0,PVG,-116.63746994971783,3397.79149783516
0,PVI,33.530186472132904,21.372838057828215
0,PVS,-15.39233285298095,-16.161746209660464
0,PVT,-6.841416345500018,15.118177628379371
0,PVV,23.65257733753461,-161.9183933703647
0,PVX,-133.05958418226288,4.5576656037332075
0,PXA,-27133.391053391053,-4612.104886434932
0,PXI,-902.8242157468683,227.61386377561587
0,PXL,-82.25264210124232,-66.55470465860729
0,PXS,-73.70724565706213,7.6138046788841285
0,PXT,-61.97686138000198,73.1348498576181
0,QBS,-9.921736419920569,42.72465997889594
0,QCG,-4011.135686428573,91.33996077433981
0,REE,43.077889636597575,10.158586014959003
0,S12,-103.03719454039924,-368.45941467360916
0,S96,-54.95657097300825,-1994.031204732806
0,S99,-300.67631306220306,224.41747399101612
0,SAB,-7.517874862322616,17.082201601888336
0,SAM,-108.31594966286467,-34.48608134254996
0,SBA,148.81538879665385,2.175970806405658
0,SBT,9.759553803326204,-3.430275765755997
0,SCJ,95.69449274432469,39.30986662831408
0,SCR,-82.6956783188614,79.66055865523299
0,SD5,-56.64754659822078,9.04763330181748
0,SD9,22.065736747964436,-16.433712563099366
0,SDD,2.2961020261236254,-546.3936699521116
0,SDI,6136.885336869556,7.224206428291691
0,SDP,-13.450017915354184,7.842737657209775
0,SDU,-53.72774712163601,44.02945591352916
0,SDY,16.35066003019492,-1596.2443763984068
0,SEC,-34.52130926596858,-27.975636300545393
0,SFG,21.126603898019415,-8.714285484326611
0,SHA,2.7053373572440087,88.42663184719466
0,SHB,100.67640364188163,2333.487970909444
0,SHI,-8.802895379605125,163.511989093248
0,SHN,-67.23747420916122,-488.4326557608803
0,SIC,167.04364079391235,927.9268171680137
0,SJD,132.8190048987104,1.261950774404652
0,SJS,608.5448990907569,62.238678469221334
0,SKG,9.319431319977788,57.044653408834556
0,SMB,19.77829169170797,36.21006876889188
0,SMC,24.723354489228,-398.059519205884
0,SPI,255.96795298645435,157.39459128588408
0,SQC,-57.55075498044013,96.68848233387546
0,SRC,-69.26205959423108,-1.3041157601700326
0,SRF,-34.31760704417825,33.55055358063359
0,STB,-2527.56853011008,-47.31873000146894
0,STG,-54.89776407400171,97.1771904958361
0,SVC,-46.62802132124478,38.82072958153717
0,SWC,-56.6221169358589,20.38854627011999
0,TCM,29.425051812420477,2.2787872096409645
0,TDC,-1058.630141462794,-3.89713778890034
0,TDH,451.0968250876041,100.34292938099996
0,TEG,-58.8921170559083,-32.22786694983485
0,THB,22.966533309469117,-21.996622996848668
0,THG,-19.512239716951964,102.00935552213286
0,THV,-59.66194385328754,1569.9407445220236
0,TIG,-60.99337751914664,136.59340227820266
0,TIS,-87.82428923358754,-821.9113580592424
0,TLC,-85.0710342130867,-1832.1018733790968
0,TLH,-6.739550119356574,-239.79626035375014
0,TNG,56.95465171006193,106.24304264555491
0,TNT,-95.77496196022877,-50.975257165728415
0,TSC,-100.57561506770479,250.0012938570576
0,TTB,7.644799305747529,127.0359684370813
0,TTF,-100.81584246805487,-863.3287713508973
0,TTP,22.353726429856422,46.712445770149436
0,TTZ,-155.29719575765196,217.61816903604782
0,TVC,-64.432135674023,281.49613112836647
0,UNI,-117.01774343058071,553.4563911664069
0,V11,210.79476092760916,87.5706788338384
0,V12,100.52087225333501,16.073457038490012
0,VC2,-16.444463498957994,26.05444063320117
0,VC3,-51.69077213910107,78.3658023448228
0,VC7,-66.95537850174375,86.32987203333799
0,VCB,30.931743120879894,14.447000175289526
0,VCG,25.605891486456645,11.86641057964881
0,VCS,45.88107546322702,141.00757760337183
0,VE9,-30.855583788061814,-53.32877402441283
0,VGC,14.218092965663454,113.4533589649752
0,VGG,12.199429485236735,9.820092336758822
0,VGS,89.04338716992395,90.9252744337108
0,VHC,29.76417525767512,65.92184644000471
0,VHG,-74.75180714847767,-46.22814415208114
0,VIC,235.08374726652065,3.789174369966264
0,VIP,1060.9630839513902,5.750195158702698
0,VIS,211.61944278767194,-252.47895926326197
0,VKC,-87.01765758298833,123.81580605911134
0,VMI,-50.03951851395333,90.91184034959471
0,VNA,0.8859020411544849,-852.9598873023322
0,VNE,-17.252032213557555,111.51496391093785
0,VNG,2772.300312760447,106.15284594469756
0,VNH,-80.33314042145294,-151.877987885827
0,VNM,5.850523420201359,12.68308889652685
0,VNP,-98.3611515109909,-64.94858313503458
0,VNS,-49.36785434190647,10.909883651889762
0,VOS,-46.67229441513171,-451.5318484516131
0,VPD,81.7885462448436,3.977638801555483
0,VPH,46162.28715367333,769.9410719509435
0,VRC,-25928.890264664915,-202.1190660282892
0,VSC,12.946569326507017,1.2999019161465508
0,VSH,-33.462566553039096,15.735413520646269
0,VSP,521.4719007727847,-5510.476909261749
0,VST,-11.652194697636665,18.809428512768278
0,VTO,32.504228438614334,25.7906434154199
0,VTV,282.82164202870644,30.347767995920893
